id,name,accuracy,power,type,pp,effect_chance,priority,damage_class,generation_introduced,description,short_description,category
290,secret-power,100.0,70.0,normal,20,30.0,0,physical,generation-iii,"Inflicts regular damage.  Has a 30% chance to inflict an effect chosen according to the terrain.

Terrain        | Effect
-------------- | -------------------------------------------------------------
Building       | Paralyzes target
Cave           | Makes target flinch
Deep water     | Lowers target’s Attack by one stage
Desert         | Lowers target’s accuracy by one stage
Grass          | Puts target to sleep
Mountain       | Makes target flinch
Road           | Lowers target’s accuracy by one stage
Shallow water  | Lowers target’s Attack by one stage
Snow           | Freezes target
Tall grass     | Puts target to sleep

In Pokémon Battle Revolution:

Terrain        | Effect
-------------- | -------------------------------------------------------------
Courtyard      | Paralyzes target
Crystal        | Makes target flinch
Gateway        | Lowers target’s Attack by one stage
Magma          | Makes target flinch
Main Street    | Paralyzes target
Neon           | Paralyzes target
Stargazer      | Makes target flinch
Sunny Park     | Puts target to sleep
Sunset         | Lowers target’s accuracy by one stage
Waterfall      | Puts target to sleep
",Has a 30% chance to inflict a status effect which depends upon the terrain.,
291,dive,100.0,80.0,water,10,,0,physical,generation-iii,"Inflicts regular damage.  User dives underwater for one turn, becoming immune to attack, and hits on the second turn.

During the immune turn, surf, and whirlpool still hit the user normally, and their power is doubled if appropriate.

The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.

This move cannot be selected by sleep talk.","User dives underwater, dodging all attacks, and hits next turn.",
292,arm-thrust,100.0,15.0,fighting,20,,0,physical,generation-iii,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.,
293,camouflage,,,normal,20,,0,status,generation-iii,"User’s type changes according to the terrain.

Terrain        | New type
-------------- | --------------
Building       | normal
Cave           | rock
Desert         | ground
Grass          | grass
Mountain       | rock
Ocean          | water
Pond           | water
Road           | ground
Snow           | ice
Tall grass     | grass

In Pokémon Battle Revolution:

Terrain        | New type
-------------- | --------------
Courtyard      | normal
Crystal        | rock
Gateway        | water
Magma          | rock
Main Street    | normal
Neon           | normal
Stargazer      | rock
Sunny Park     | grass
Sunset         | ground
Waterfall      | grass
",User’s type changes to match the terrain.,
294,tail-glow,,,bug,20,,0,status,generation-iii,Raises the user’s Special Attack by three stages.,Raises the user’s Special Attack by three stages.,
295,luster-purge,100.0,95.0,psychic,5,50.0,0,special,generation-iii,Inflicts regular damage.  Has a 50% chance to lower the target’s Special Defense by one stage.,Has a 50% chance to lower the target’s Special Defense by one stage.,
296,mist-ball,100.0,95.0,psychic,5,50.0,0,special,generation-iii,Inflicts regular damage.  Has a 50% chance to lower the target’s Special Attack by one stage.,Has a 50% chance to lower the target’s Special Attack by one stage.,ball and bomb
297,feather-dance,100.0,,flying,15,,0,status,generation-iii,Lowers the target’s Attack by two stages.,Lowers the target’s Attack by two stages.,dance
298,teeter-dance,100.0,,normal,20,,0,status,generation-iii,Confuses all targets.,Confuses the target.,dance
299,blaze-kick,90.0,85.0,fire,10,10.0,0,physical,generation-iii,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move. Has a 10% chance to burn the target.,Has an increased chance for a critical hit and a 10% chance to burn the target.,
300,mud-sport,,,ground,15,,0,status,generation-iii,"electric moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends.",Halves all Electric-type damage.,
301,ice-ball,90.0,30.0,ice,20,,0,physical,generation-iii,"Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x, and resets to normal after the lock-in ends.  If this move misses or becomes unusable, the lock-in ends.

If the user has used defense curl since entering the field, this move has double power.","Power doubles every turn this move is used in succession after the first, resetting after five turns.",ball and bomb
302,needle-arm,100.0,60.0,grass,15,30.0,0,physical,generation-iii,Inflicts regular damage.  Has a 30% chance to make the target flinch.,Has a 30% chance to make the target flinch.,
303,slack-off,,,normal,5,,0,status,generation-iii,Heals the user for half its max HP.,Heals the user by half its max HP.,
304,hyper-voice,100.0,90.0,normal,10,,0,special,generation-iii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,sound-based
305,poison-fang,100.0,50.0,poison,15,50.0,0,physical,generation-iii,Inflicts regular damage.  Has a 50% chance to badly poison the target.,Has a 50% chance to badly poison the target.,biting
306,crush-claw,95.0,75.0,normal,10,50.0,0,physical,generation-iii,Inflicts regular damage.  Has a 50% chance to lower the target’s Defense by one stage.,Has a 50% chance to lower the target’s Defense by one stage.,
307,blast-burn,90.0,150.0,fire,5,,0,special,generation-iii,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",User foregoes its next turn to recharge.,
308,hydro-cannon,90.0,150.0,water,5,,0,special,generation-iii,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",User foregoes its next turn to recharge.,
309,meteor-mash,90.0,90.0,steel,10,20.0,0,physical,generation-iii,Inflicts regular damage. Has a 20% chance to raise the user’s Attack one stage.,Has a 20% chance to raise the user’s Attack by one stage.,punching
310,astonish,100.0,30.0,ghost,15,30.0,0,physical,generation-iii,Inflicts regular damage.  Has a 30% chance to make the target flinch.,Has a 30% chance to make the target flinch.,
311,weather-ball,100.0,50.0,normal,10,,0,special,generation-iii,"Inflicts regular damage.  If a weather move is active, this move has double power, and its type becomes the type of the weather move.  shadow sky is typeless for the purposes of this move.","If there be weather, this move has doubled power and the weather’s type.",ball and bomb
312,aromatherapy,,,grass,5,,0,status,generation-iii,Removes major status effects and confusion from every Pokémon in the user’s party.,Cures the entire party of major status effects.,
313,fake-tears,100.0,,dark,20,,0,status,generation-iii,Lowers the target’s Special Defense by two stages.,Lowers the target’s Special Defense by two stages.,
314,air-cutter,95.0,60.0,flying,25,,0,special,generation-iii,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.,wind
315,overheat,90.0,130.0,fire,5,100.0,0,special,generation-iii,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",Lowers the user’s Special Attack by two stages after inflicting damage.,
316,odor-sleuth,,,normal,40,,0,status,generation-iii,Resets the target’s evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.,"Forces the target to have no Evade, and allows it to be hit by Normal and Fighting moves even if it’s a Ghost.",
317,rock-tomb,95.0,60.0,rock,15,100.0,0,physical,generation-iii,Inflicts regular damage.  Has a 100% chance to lower the target’s Speed by one stage.,Has a 100% chance to lower the target’s Speed by one stage.,
318,silver-wind,100.0,60.0,bug,5,10.0,0,special,generation-iii,Inflicts regular damage. Has a 10% chance to raise all of the user’s stats one stage.,Has a 10% chance to raise all of the user’s stats by one stage.,
